true_class_id,true_disease,predicted_class_id,predicted_disease,error_count
8,class_8,98,class_98,10
98,class_98,8,class_8,7
90,class_90,89,class_89,6
75,class_75,6,class_6,6
86,class_86,48,class_48,5
1,class_1,2,class_2,5
56,class_56,103,class_103,5
75,class_75,32,class_32,5
105,class_105,17,class_17,4
51,class_51,17,class_17,4
91,class_91,51,class_51,4
56,class_56,8,class_8,4
69,class_69,103,class_103,4
22,class_22,32,class_32,4
6,class_6,22,class_22,4
19,class_19,86,class_86,4
70,class_70,32,class_32,4
98,class_98,22,class_22,4
98,class_98,32,class_32,4
86,class_86,17,class_17,4
37,class_37,41,class_41,3
86,class_86,28,class_28,3
86,class_86,22,class_22,3
86,class_86,45,class_45,3
86,class_86,6,class_6,3
84,class_84,91,class_91,3
83,class_83,86,class_86,3
41,class_41,32,class_32,3
2,class_2,1,class_1,3
2,class_2,32,class_32,3
44,class_44,32,class_32,3
5,class_5,98,class_98,3
6,class_6,86,class_86,3
98,class_98,33,class_33,3
98,class_98,86,class_86,3
96,class_96,103,class_103,3
14,class_14,110,class_110,3
13,class_13,74,class_74,3
22,class_22,86,class_86,3
26,class_26,28,class_28,3
28,class_28,68,class_68,3
9,class_9,98,class_98,3
86,class_86,95,class_95,3
29,class_29,6,class_6,3
8,class_8,97,class_97,3
8,class_8,88,class_88,3
8,class_8,56,class_56,3
8,class_8,51,class_51,3
5,class_5,22,class_22,3
8,class_8,5,class_5,3
6,class_6,99,class_99,3
86,class_86,51,class_51,3
101,class_101,109,class_109,3
56,class_56,86,class_86,3
72,class_72,86,class_86,3
60,class_60,91,class_91,3
109,class_109,93,class_93,3
56,class_56,93,class_93,3
75,class_75,53,class_53,3
75,class_75,22,class_22,3
111,class_111,80,class_80,3
56,class_56,98,class_98,3
48,class_48,85,class_85,3
55,class_55,103,class_103,3
92,class_92,6,class_6,2
91,class_91,68,class_68,2
92,class_92,64,class_64,2
92,class_92,68,class_68,2
92,class_92,73,class_73,2
93,class_93,29,class_29,2
92,class_92,32,class_32,2
28,class_28,44,class_44,2
28,class_28,75,class_75,2
28,class_28,86,class_86,2
66,class_66,98,class_98,2
28,class_28,100,class_100,2
55,class_55,16,class_16,2
55,class_55,8,class_8,2
91,class_91,47,class_47,2
68,class_68,6,class_6,2
68,class_68,28,class_28,2
91,class_91,32,class_32,2
91,class_91,28,class_28,2
54,class_54,32,class_32,2
93,class_93,6,class_6,2
15,class_15,92,class_92,2
15,class_15,80,class_80,2
62,class_62,1,class_1,2
60,class_60,15,class_15,2
98,class_98,11,class_11,2
63,class_63,32,class_32,2
63,class_63,91,class_91,2
17,class_17,92,class_92,2
18,class_18,85,class_85,2
64,class_64,51,class_51,2
58,class_58,53,class_53,2
19,class_19,100,class_100,2
93,class_93,41,class_41,2
20,class_20,94,class_94,2
21,class_21,22,class_22,2
93,class_93,86,class_86,2
93,class_93,75,class_75,2
57,class_57,53,class_53,2
93,class_93,73,class_73,2
22,class_22,60,class_60,2
93,class_93,53,class_53,2
22,class_22,71,class_71,2
93,class_93,48,class_48,2
91,class_91,6,class_6,2
22,class_22,99,class_99,2
66,class_66,1,class_1,2
51,class_51,52,class_52,2
74,class_74,1,class_1,2
39,class_39,0,class_0,2
39,class_39,80,class_80,2
40,class_40,13,class_13,2
74,class_74,90,class_90,2
75,class_75,19,class_19,2
75,class_75,68,class_68,2
41,class_41,53,class_53,2
83,class_83,51,class_51,2
42,class_42,28,class_28,2
82,class_82,86,class_86,2
31,class_31,86,class_86,2
81,class_81,5,class_5,2
48,class_48,86,class_86,2
75,class_75,93,class_93,2
44,class_44,75,class_75,2
46,class_46,8,class_8,2
79,class_79,64,class_64,2
48,class_48,28,class_28,2
76,class_76,55,class_55,2
48,class_48,47,class_47,2
48,class_48,51,class_51,2
48,class_48,75,class_75,2
75,class_75,95,class_95,2
81,class_81,8,class_8,2
91,class_91,1,class_1,2
68,class_68,60,class_60,2
68,class_68,84,class_84,2
68,class_68,91,class_91,2
88,class_88,98,class_98,2
32,class_32,68,class_68,2
88,class_88,35,class_35,2
88,class_88,25,class_25,2
87,class_87,60,class_60,2
87,class_87,6,class_6,2
68,class_68,98,class_98,2
52,class_52,51,class_51,2
51,class_51,53,class_53,2
34,class_34,64,class_64,2
34,class_34,82,class_82,2
34,class_34,91,class_91,2
34,class_34,95,class_95,2
86,class_86,68,class_68,2
70,class_70,7,class_7,2
52,class_52,8,class_8,2
51,class_51,91,class_91,2
51,class_51,90,class_90,2
86,class_86,39,class_39,2
37,class_37,2,class_2,2
51,class_51,75,class_75,2
86,class_86,85,class_85,2
98,class_98,88,class_88,2
8,class_8,91,class_91,2
2,class_2,22,class_22,2
6,class_6,8,class_8,2
105,class_105,86,class_86,2
6,class_6,74,class_74,2
111,class_111,32,class_32,2
6,class_6,91,class_91,2
1,class_1,51,class_51,2
110,class_110,109,class_109,2
15,class_15,2,class_2,2
3,class_3,28,class_28,2
103,class_103,56,class_56,2
8,class_8,6,class_6,2
110,class_110,45,class_45,2
8,class_8,9,class_9,2
8,class_8,32,class_32,2
110,class_110,28,class_28,2
1,class_1,6,class_6,2
6,class_6,19,class_19,2
6,class_6,13,class_13,2
98,class_98,56,class_56,2
109,class_109,79,class_79,2
4,class_4,14,class_14,2
1,class_1,100,class_100,2
112,class_112,111,class_111,2
6,class_6,17,class_17,2
113,class_113,15,class_15,2
10,class_10,94,class_94,2
1,class_1,92,class_92,2
3,class_3,2,class_2,1
3,class_3,1,class_1,1
2,class_2,111,class_111,1
75,class_75,100,class_100,1
2,class_2,107,class_107,1
75,class_75,113,class_113,1
76,class_76,15,class_15,1
76,class_76,50,class_50,1
73,class_73,32,class_32,1
2,class_2,106,class_106,1
2,class_2,105,class_105,1
76,class_76,93,class_93,1
2,class_2,84,class_84,1
76,class_76,90,class_90,1
75,class_75,90,class_90,1
3,class_3,52,class_52,1
75,class_75,23,class_23,1
75,class_75,29,class_29,1
75,class_75,8,class_8,1
3,class_3,66,class_66,1
4,class_4,6,class_6,1
74,class_74,33,class_33,1
3,class_3,41,class_41,1
75,class_75,39,class_39,1
75,class_75,88,class_88,1
74,class_74,22,class_22,1
75,class_75,48,class_48,1
3,class_3,32,class_32,1
74,class_74,6,class_6,1
75,class_75,60,class_60,1
3,class_3,29,class_29,1
75,class_75,76,class_76,1
75,class_75,77,class_77,1
75,class_75,79,class_79,1
105,class_105,9,class_9,1
75,class_75,40,class_40,1
80,class_80,75,class_75,1
2,class_2,51,class_51,1
80,class_80,86,class_86,1
2,class_2,48,class_48,1
80,class_80,102,class_102,1
80,class_80,111,class_111,1
80,class_80,113,class_113,1
81,class_81,85,class_85,1
82,class_82,32,class_32,1
82,class_82,64,class_64,1
82,class_82,78,class_78,1
73,class_73,0,class_0,1
83,class_83,1,class_1,1
83,class_83,5,class_5,1
2,class_2,3,class_3,1
83,class_83,15,class_15,1
83,class_83,19,class_19,1
83,class_83,22,class_22,1
83,class_83,48,class_48,1
83,class_83,52,class_52,1
83,class_83,63,class_63,1
1,class_1,107,class_107,1
83,class_83,90,class_90,1
82,class_82,93,class_93,1
76,class_76,98,class_98,1
76,class_76,104,class_104,1
2,class_2,75,class_75,1
77,class_77,2,class_2,1
77,class_77,14,class_14,1
77,class_77,33,class_33,1
77,class_77,41,class_41,1
77,class_77,98,class_98,1
78,class_78,38,class_38,1
78,class_78,40,class_40,1
78,class_78,79,class_79,1
80,class_80,8,class_8,1
79,class_79,36,class_36,1
79,class_79,53,class_53,1
2,class_2,68,class_68,1
79,class_79,66,class_66,1
79,class_79,75,class_75,1
79,class_79,86,class_86,1
2,class_2,66,class_66,1
79,class_79,92,class_92,1
79,class_79,96,class_96,1
79,class_79,109,class_109,1
79,class_79,110,class_110,1
79,class_79,32,class_32,1
65,class_65,41,class_41,1
65,class_65,52,class_52,1
65,class_65,56,class_56,1
65,class_65,63,class_63,1
65,class_65,68,class_68,1
65,class_65,75,class_75,1
65,class_65,105,class_105,1
107,class_107,50,class_50,1
66,class_66,3,class_3,1
66,class_66,40,class_40,1
66,class_66,42,class_42,1
1,class_1,31,class_31,1
107,class_107,48,class_48,1
107,class_107,39,class_39,1
107,class_107,37,class_37,1
107,class_107,32,class_32,1
66,class_66,68,class_68,1
66,class_66,77,class_77,1
66,class_66,91,class_91,1
66,class_66,96,class_96,1
107,class_107,19,class_19,1
66,class_66,104,class_104,1
67,class_67,5,class_5,1
67,class_67,23,class_23,1
66,class_66,60,class_60,1
61,class_61,11,class_11,1
61,class_61,53,class_53,1
61,class_61,65,class_65,1
61,class_61,68,class_68,1
62,class_62,32,class_32,1
109,class_109,76,class_76,1
62,class_62,91,class_91,1
62,class_62,103,class_103,1
63,class_63,26,class_26,1
108,class_108,11,class_11,1
63,class_63,42,class_42,1
63,class_63,56,class_56,1
65,class_65,34,class_34,1
64,class_64,23,class_23,1
64,class_64,24,class_24,1
107,class_107,86,class_86,1
64,class_64,53,class_53,1
64,class_64,68,class_68,1
64,class_64,75,class_75,1
64,class_64,77,class_77,1
64,class_64,109,class_109,1
65,class_65,23,class_23,1
107,class_107,53,class_53,1
65,class_65,25,class_25,1
65,class_65,32,class_32,1
107,class_107,92,class_92,1
106,class_106,41,class_41,1
69,class_69,56,class_56,1
69,class_69,58,class_58,1
69,class_69,76,class_76,1
69,class_69,101,class_101,1
106,class_106,22,class_22,1
106,class_106,16,class_16,1
70,class_70,9,class_9,1
70,class_70,11,class_11,1
105,class_105,73,class_73,1
70,class_70,47,class_47,1
70,class_70,51,class_51,1
67,class_67,32,class_32,1
70,class_70,97,class_97,1
71,class_71,0,class_0,1
105,class_105,60,class_60,1
105,class_105,51,class_51,1
71,class_71,40,class_40,1
105,class_105,48,class_48,1
71,class_71,51,class_51,1
72,class_72,25,class_25,1
72,class_72,63,class_63,1
105,class_105,23,class_23,1
72,class_72,88,class_88,1
105,class_105,19,class_19,1
70,class_70,55,class_55,1
107,class_107,3,class_3,1
67,class_67,34,class_34,1
106,class_106,110,class_110,1
67,class_67,38,class_38,1
67,class_67,64,class_64,1
67,class_67,90,class_90,1
67,class_67,91,class_91,1
106,class_106,96,class_96,1
106,class_106,95,class_95,1
67,class_67,107,class_107,1
68,class_68,2,class_2,1
68,class_68,13,class_13,1
68,class_68,93,class_93,1
106,class_106,91,class_91,1
68,class_68,32,class_32,1
68,class_68,48,class_48,1
68,class_68,51,class_51,1
106,class_106,73,class_73,1
68,class_68,63,class_63,1
68,class_68,64,class_64,1
68,class_68,81,class_81,1
106,class_106,51,class_51,1
68,class_68,86,class_86,1
68,class_68,88,class_88,1
68,class_68,92,class_92,1
68,class_68,19,class_19,1
100,class_100,37,class_37,1
93,class_93,40,class_40,1
100,class_100,28,class_28,1
100,class_100,17,class_17,1
100,class_100,6,class_6,1
99,class_99,88,class_88,1
99,class_99,80,class_80,1
99,class_99,68,class_68,1
93,class_93,56,class_56,1
93,class_93,60,class_60,1
93,class_93,66,class_66,1
61,class_61,51,class_51,1
99,class_99,56,class_56,1
93,class_93,74,class_74,1
99,class_99,42,class_42,1
93,class_93,77,class_77,1
99,class_99,31,class_31,1
93,class_93,108,class_108,1
93,class_93,109,class_109,1
93,class_93,110,class_110,1
93,class_93,111,class_111,1
99,class_99,29,class_29,1
93,class_93,113,class_113,1
94,class_94,19,class_19,1
99,class_99,60,class_60,1
91,class_91,113,class_113,1
100,class_100,109,class_109,1
92,class_92,1,class_1,1
100,class_100,88,class_88,1
92,class_92,22,class_22,1
92,class_92,28,class_28,1
100,class_100,86,class_86,1
92,class_92,38,class_38,1
100,class_100,83,class_83,1
100,class_100,68,class_68,1
100,class_100,56,class_56,1
92,class_92,75,class_75,1
93,class_93,39,class_39,1
92,class_92,82,class_82,1
92,class_92,85,class_85,1
92,class_92,86,class_86,1
92,class_92,89,class_89,1
92,class_92,101,class_101,1
100,class_100,52,class_52,1
93,class_93,12,class_12,1
93,class_93,17,class_17,1
93,class_93,19,class_19,1
93,class_93,22,class_22,1
93,class_93,23,class_23,1
100,class_100,40,class_40,1
92,class_92,78,class_78,1
97,class_97,5,class_5,1
97,class_97,8,class_8,1
97,class_97,9,class_9,1
97,class_97,13,class_13,1
97,class_97,56,class_56,1
97,class_97,99,class_99,1
97,class_97,107,class_107,1
97,class_97,111,class_111,1
98,class_98,2,class_2,1
98,class_98,6,class_6,1
98,class_98,82,class_82,1
94,class_94,32,class_32,1
98,class_98,81,class_81,1
98,class_98,13,class_13,1
98,class_98,73,class_73,1
98,class_98,29,class_29,1
98,class_98,68,class_68,1
98,class_98,60,class_60,1
98,class_98,35,class_35,1
98,class_98,38,class_38,1
98,class_98,39,class_39,1
98,class_98,48,class_48,1
98,class_98,59,class_59,1
98,class_98,55,class_55,1
98,class_98,10,class_10,1
98,class_98,108,class_108,1
94,class_94,37,class_37,1
94,class_94,39,class_39,1
94,class_94,53,class_53,1
94,class_94,86,class_86,1
94,class_94,104,class_104,1
94,class_94,109,class_109,1
95,class_95,1,class_1,1
95,class_95,2,class_2,1
95,class_95,8,class_8,1
95,class_95,32,class_32,1
95,class_95,51,class_51,1
96,class_96,113,class_113,1
95,class_95,86,class_86,1
95,class_95,89,class_89,1
95,class_95,90,class_90,1
95,class_95,96,class_96,1
95,class_95,105,class_105,1
96,class_96,2,class_2,1
96,class_96,40,class_40,1
96,class_96,56,class_56,1
96,class_96,79,class_79,1
96,class_96,98,class_98,1
98,class_98,92,class_92,1
98,class_98,91,class_91,1
98,class_98,97,class_97,1
86,class_86,41,class_41,1
86,class_86,42,class_42,1
104,class_104,57,class_57,1
86,class_86,49,class_49,1
104,class_104,20,class_20,1
86,class_86,63,class_63,1
104,class_104,15,class_15,1
104,class_104,0,class_0,1
103,class_103,71,class_71,1
86,class_86,70,class_70,1
103,class_103,68,class_68,1
91,class_91,109,class_109,1
86,class_86,75,class_75,1
103,class_103,66,class_66,1
86,class_86,80,class_80,1
86,class_86,82,class_82,1
86,class_86,84,class_84,1
86,class_86,91,class_91,1
86,class_86,93,class_93,1
86,class_86,109,class_109,1
103,class_103,55,class_55,1
87,class_87,85,class_85,1
87,class_87,86,class_86,1
87,class_87,100,class_100,1
86,class_86,73,class_73,1
83,class_83,113,class_113,1
84,class_84,68,class_68,1
84,class_84,75,class_75,1
84,class_84,86,class_86,1
1,class_1,86,class_86,1
84,class_84,109,class_109,1
85,class_85,3,class_3,1
85,class_85,18,class_18,1
1,class_1,80,class_80,1
85,class_85,37,class_37,1
85,class_85,48,class_48,1
1,class_1,74,class_74,1
86,class_86,40,class_40,1
85,class_85,86,class_86,1
85,class_85,113,class_113,1
1,class_1,57,class_57,1
86,class_86,13,class_13,1
86,class_86,19,class_19,1
1,class_1,49,class_49,1
86,class_86,24,class_24,1
105,class_105,8,class_8,1
105,class_105,2,class_2,1
104,class_104,107,class_107,1
86,class_86,29,class_29,1
86,class_86,34,class_34,1
85,class_85,64,class_64,1
91,class_91,23,class_23,1
102,class_102,41,class_41,1
91,class_91,43,class_43,1
102,class_102,21,class_21,1
91,class_91,48,class_48,1
91,class_91,50,class_50,1
102,class_102,6,class_6,1
102,class_102,1,class_1,1
101,class_101,110,class_110,1
101,class_101,75,class_75,1
91,class_91,52,class_52,1
91,class_91,53,class_53,1
88,class_88,0,class_0,1
101,class_101,60,class_60,1
91,class_91,63,class_63,1
91,class_91,64,class_64,1
101,class_101,32,class_32,1
101,class_101,13,class_13,1
91,class_91,84,class_84,1
91,class_91,86,class_86,1
91,class_91,95,class_95,1
91,class_91,100,class_100,1
91,class_91,104,class_104,1
91,class_91,106,class_106,1
91,class_91,107,class_107,1
91,class_91,56,class_56,1
88,class_88,6,class_6,1
88,class_88,8,class_8,1
88,class_88,13,class_13,1
103,class_103,15,class_15,1
88,class_88,28,class_28,1
88,class_88,41,class_41,1
88,class_88,59,class_59,1
103,class_103,10,class_10,1
103,class_103,8,class_8,1
88,class_88,103,class_103,1
88,class_88,106,class_106,1
89,class_89,5,class_5,1
91,class_91,7,class_7,1
89,class_89,83,class_83,1
102,class_102,90,class_90,1
89,class_89,90,class_90,1
90,class_90,17,class_17,1
90,class_90,51,class_51,1
90,class_90,74,class_74,1
90,class_90,86,class_86,1
